"row ID","time","date","localTime","windSpeed","windDirection","temperature","humidity","barometricPressure","solarRadiation"
"29",1475307320,"2016-09-30","21:35:20",5.62,160.24,50,99,30.48,1.27
"30",1475307023,"2016-09-30","21:30:23",2.25,131.5,50,99,30.48,1.3
"31",1475306719,"2016-09-30","21:25:19",7.87,133.1,50,99,30.48,1.26
"32",1475306420,"2016-09-30","21:20:20",11.25,126.64,50,99,30.48,1.27
"33",1475306120,"2016-09-30","21:15:20",5.62,155.31,49,99,30.48,1.26
"34",1475305819,"2016-09-30","21:10:19",10.12,126.27,49,99,30.48,1.28
"35",1475305520,"2016-09-30","21:05:20",7.87,152.17,49,100,30.48,1.27
"36",1475305221,"2016-09-30","21:00:21",7.87,124.52,49,100,30.47,1.27
"37",1475304921,"2016-09-30","20:55:21",5.62,17.29,49,100,30.48,1.28
"38",1475304629,"2016-09-30","20:50:29",4.5,61.37,50,100,30.48,1.3
"39",1475304323,"2016-09-30","20:45:23",5.62,57.31,51,100,30.47,1.24
"40",1475304024,"2016-09-30","20:40:24",7.87,125.44,51,100,30.47,1.29
"41",1475303723,"2016-09-30","20:35:23",3.37,85.15,51,100,30.47,1.3
"42",1475303121,"2016-09-30","20:25:21",3.37,70.91,51,100,30.47,1.32
"43",1475302821,"2016-09-30","20:20:21",5.62,71.82,51,100,30.46,1.29
"44",1475302526,"2016-09-30","20:15:26",9.0,88.88,51,99,30.46,1.3
"45",1475302223,"2016-09-30","20:10:23",2.25,195.56,51,99,30.46,1.27
"46",1475301923,"2016-09-30","20:05:23",7.87,114.92,52,99,30.46,1.27
"47",1475301629,"2016-09-30","20:00:29",13.5,9.67,52,99,30.46,1.29
"48",1475301328,"2016-09-30","19:55:28",12.37,100.14,52,99,30.46,1.3
"49",1475301020,"2016-09-30","19:50:20",3.37,18.92,53,98,30.46,1.29
"50",1475300719,"2016-09-30","19:45:19",10.12,67.59,52,98,30.46,1.29
"51",1475300422,"2016-09-30","19:40:22",10.12,39.34,52,97,30.46,1.29
"52",1475300122,"2016-09-30","19:35:22",2.25,127.23,52,96,30.46,1.26
"53",1475299823,"2016-09-30","19:30:23",5.62,114.03,52,96,30.46,1.26
"54",1475299524,"2016-09-30","19:25:24",5.62,88.49,52,95,30.45,1.27
"55",1475299224,"2016-09-30","19:20:24",4.5,88.59,52,95,30.46,1.31
"56",1475298921,"2016-09-30","19:15:21",5.62,92.81,52,94,30.46,1.27
"57",1475298321,"2016-09-30","19:05:21",5.62,124.91,52,93,30.46,1.27
"58",1475298019,"2016-09-30","19:00:19",10.12,137.62,52,92,30.45,1.28
"59",1475297720,"2016-09-30","18:55:20",10.12,87.84,52,91,30.45,1.3
"60",1475297421,"2016-09-30","18:50:21",2.25,30.18,52,89,30.45,1.3
"61",1475297124,"2016-09-30","18:45:24",4.5,177.35,52,87,30.45,1.26
"62",1475296821,"2016-09-30","18:40:21",4.5,132.61,52,87,30.45,1.28
"63",1475296521,"2016-09-30","18:35:21",5.62,116.81,52,87,30.45,1.21
"64",1475296221,"2016-09-30","18:30:21",2.25,159.42,52,86,30.45,1.23
"65",1475295920,"2016-09-30","18:25:20",6.75,154.96,52,88,30.45,1.27
"66",1475295623,"2016-09-30","18:20:23",6.75,127.56,52,90,30.45,2.37
"67",1475295319,"2016-09-30","18:15:19",7.87,146.07,52,89,30.45,2.17
"68",1475295020,"2016-09-30","18:10:20",5.62,86.22,52,89,30.45,3.43
"69",1475294720,"2016-09-30","18:05:20",1.12,29.07,52,88,30.45,7.78
"70",1475294430,"2016-09-30","18:00:30",5.62,61.71,53,89,30.45,14.33
"71",1475294121,"2016-09-30","17:55:21",11.25,97.54,53,85,30.45,19.07
"72",1475293821,"2016-09-30","17:50:21",5.62,122.21,53,84,30.45,23.68
"73",1475293525,"2016-09-30","17:45:25",3.37,84.76,54,81,30.44,30.32
"74",1475293224,"2016-09-30","17:40:24",5.62,55.09,54,81,30.44,55.91
"75",1475292920,"2016-09-30","17:35:20",11.25,73.16,54,82,30.44,50.75
"76",1475292625,"2016-09-30","17:30:25",3.37,45.77,54,81,30.44,76.36
"77",1475292321,"2016-09-30","17:25:21",6.75,347.32,54,78,30.44,112.4
"78",1475292019,"2016-09-30","17:20:19",6.75,124.97,55,78,30.44,93.66
"79",1475291721,"2016-09-30","17:15:21",12.37,83.83,55,81,30.44,172.74
"80",1475291420,"2016-09-30","17:10:20",13.5,20.86,56,82,30.44,290.09
"81",1475291121,"2016-09-30","17:05:21",7.87,69.42,56,80,30.44,329.09
"82",1475290821,"2016-09-30","17:00:21",6.75,98.05,55,77,30.43,349.17
"83",1475290520,"2016-09-30","16:55:20",7.87,347.6,55,77,30.44,324.11
"84",1475290222,"2016-09-30","16:50:22",10.12,33.25,56,77,30.43,138.31
"85",1475289918,"2016-09-30","16:45:18",3.37,22.51,56,77,30.43,330.81
"86",1475289623,"2016-09-30","16:40:23",6.75,0.16,56,75,30.43,369.66
"87",1475289322,"2016-09-30","16:35:22",6.75,48.67,56,74,30.43,329.71
"88",1475289019,"2016-09-30","16:30:19",11.25,359.23,57,74,30.43,271.74
"89",1475288719,"2016-09-30","16:25:19",5.62,359.93,58,72,30.43,309.23
"90",1475288422,"2016-09-30","16:20:22",6.75,10.35,58,66,30.44,444.45
"91",1475288121,"2016-09-30","16:15:21",6.75,33.94,58,67,30.43,454.53
"92",1475287821,"2016-09-30","16:10:21",3.37,23.98,58,71,30.43,502.97
"93",1475287521,"2016-09-30","16:05:21",7.87,15.59,58,67,30.43,517.54
"94",1475287223,"2016-09-30","16:00:23",2.25,24.37,58,66,30.43,522.91
"95",1475286926,"2016-09-30","15:55:26",5.62,19.6,58,69,30.43,518.79
"96",1475286622,"2016-09-30","15:50:22",7.87,85.31,58,68,30.43,574.72
"97",1475286325,"2016-09-30","15:45:25",9.0,26.58,58,70,30.43,572.26
"98",1475286024,"2016-09-30","15:40:24",5.62,353.84,58,74,30.43,595.49
"99",1475285726,"2016-09-30","15:35:26",9.0,79.15,58,70,30.43,621.22
"100",1475285432,"2016-09-30","15:30:32",7.87,21.43,58,71,30.43,628.24
"101",1475285122,"2016-09-30","15:25:22",4.5,51.49,58,72,30.43,547.56
"102",1475284821,"2016-09-30","15:20:21",10.12,14.71,58,73,30.43,569.47
"103",1475284522,"2016-09-30","15:15:22",5.62,39.25,58,68,30.43,524.94
"104",1475284219,"2016-09-30","15:10:19",11.25,355.78,58,66,30.43,514.15
"105",1475283925,"2016-09-30","15:05:25",4.5,18.65,59,71,30.43,675.87
"106",1475283621,"2016-09-30","15:00:21",5.62,65.8,59,62,30.43,749.37
"107",1475283323,"2016-09-30","14:55:23",7.87,43.88,59,63,30.43,817.0
"108",1475283020,"2016-09-30","14:50:20",11.25,78.63,59,63,30.43,674.59
"109",1475282719,"2016-09-30","14:45:19",11.25,15.72,59,63,30.43,750.06
"110",1475282422,"2016-09-30","14:40:22",5.62,359.92,59,63,30.43,801.4
"111",1475282119,"2016-09-30","14:35:19",4.5,313.45,59,63,30.43,841.77
"112",1475281519,"2016-09-30","14:25:19",5.62,84.3,60,55,30.43,878.9
"113",1475281220,"2016-09-30","14:20:20",11.25,35.7,60,59,30.43,812.24
"114",1475280922,"2016-09-30","14:15:22",10.12,36.08,61,56,30.43,906.69
"115",1475280622,"2016-09-30","14:10:22",6.75,40.66,61,51,30.43,830.84
"116",1475280320,"2016-09-30","14:05:20",11.25,49.91,61,50,30.43,800.4
"117",1475280024,"2016-09-30","14:00:24",6.75,43.52,61,47,30.43,939.73
"118",1475279721,"2016-09-30","13:55:21",3.37,45.5,61,48,30.44,958.91
"119",1475279423,"2016-09-30","13:50:23",11.25,30.2,61,48,30.44,969.45
"120",1475279124,"2016-09-30","13:45:24",6.75,78.66,60,51,30.44,933.3
"121",1475278820,"2016-09-30","13:40:20",6.75,45.32,60,55,30.44,976.4
"122",1475278522,"2016-09-30","13:35:22",13.5,31.78,61,47,30.44,996.02
"123",1475278224,"2016-09-30","13:30:24",5.62,87.52,61,50,30.44,862.91
"124",1475277921,"2016-09-30","13:25:21",12.37,17.92,61,49,30.44,890.3
"125",1475277621,"2016-09-30","13:20:21",4.5,329.98,61,52,30.44,1004.16
"126",1475277326,"2016-09-30","13:15:26",5.62,32.85,61,55,30.44,983.67
"127",1475277023,"2016-09-30","13:10:23",6.75,17.28,61,58,30.45,953.01
"128",1475276720,"2016-09-30","13:05:20",10.12,91.94,60,58,30.45,1009.98
"129",1475276419,"2016-09-30","13:00:19",7.87,348.3,61,54,30.45,1012.23
"130",1475276129,"2016-09-30","12:55:29",7.87,26.84,60,56,30.45,972.14
"131",1475275820,"2016-09-30","12:50:20",12.37,76.02,60,54,30.45,1041.97
"132",1475275523,"2016-09-30","12:45:23",11.25,24.32,60,57,30.45,1040.74
"133",1475275219,"2016-09-30","12:40:19",9.0,57.21,60,56,30.45,1014.25
"134",1475274920,"2016-09-30","12:35:20",15.75,42.01,60,57,30.45,1057.74
"135",1475274626,"2016-09-30","12:30:26",6.75,247.26,60,62,30.46,1021.58
"136",1475274322,"2016-09-30","12:25:22",11.25,100.4,60,61,30.45,1047.09
"137",1475274018,"2016-09-30","12:20:18",7.87,15.96,61,61,30.46,1043.59
"138",1475273724,"2016-09-30","12:15:24",10.12,25.82,60,61,30.46,1046.08
"139",1475273420,"2016-09-30","12:10:20",10.12,12.6,60,65,30.46,1038.94
"140",1475273118,"2016-09-30","12:05:18",4.5,10.51,60,60,30.46,1046.76
"141",1475272821,"2016-09-30","12:00:21",14.62,29.54,60,62,30.46,1051.03
"142",1475272520,"2016-09-30","11:55:20",7.87,37.95,60,61,30.47,1044.4
"143",1475272227,"2016-09-30","11:50:27",7.87,64.16,60,57,30.47,1037.94
"144",1475271922,"2016-09-30","11:45:22",11.25,66.44,60,58,30.47,1036.31
"145",1475271620,"2016-09-30","11:40:20",7.87,66.69,61,52,30.47,1030.88
"146",1475271320,"2016-09-30","11:35:20",14.62,12.81,61,51,30.47,1029.94
"147",1475270719,"2016-09-30","11:25:19",7.87,25.53,61,54,30.47,1021.56
"148",1475270422,"2016-09-30","11:20:22",7.87,43.4,61,54,30.47,1017.38
"149",1475270118,"2016-09-30","11:15:18",10.12,3.23,61,44,30.47,1012.12
"150",1475269821,"2016-09-30","11:10:21",13.5,29.36,61,49,30.47,1002.96
"151",1475269523,"2016-09-30","11:05:23",11.25,22.92,61,48,30.48,996.71
"152",1475269222,"2016-09-30","11:00:22",11.25,45.72,62,51,30.48,986.72
"153",1475268924,"2016-09-30","10:55:24",14.62,28.73,62,42,30.48,980.18
"154",1475268624,"2016-09-30","10:50:24",11.25,1.46,63,35,30.48,975.8
"155",1475268319,"2016-09-30","10:45:19",6.75,74.86,62,36,30.47,966.16
"156",1475268022,"2016-09-30","10:40:22",9.0,87.58,63,33,30.48,955.75
"157",1475267729,"2016-09-30","10:35:29",7.87,17.31,62,32,30.48,944.66
"158",1475267423,"2016-09-30","10:30:23",7.87,67.61,63,33,30.48,931.73
"159",1475267124,"2016-09-30","10:25:24",1.12,307.0,62,32,30.48,925.77
"160",1475266819,"2016-09-30","10:20:19",5.62,45.9,62,40,30.48,911.52
"161",1475266520,"2016-09-30","10:15:20",9.0,74.73,62,38,30.48,904.3
"162",1475266219,"2016-09-30","10:10:19",9.0,28.22,62,35,30.48,890.63
"163",1475265925,"2016-09-30","10:05:25",5.62,77.79,61,41,30.48,879.43
"164",1475265623,"2016-09-30","10:00:23",6.75,0.13,61,49,30.48,859.37
"165",1475265321,"2016-09-30","09:55:21",3.37,61.89,60,55,30.48,852.51
"166",1475265028,"2016-09-30","09:50:28",11.25,26.07,61,63,30.48,829.24
"167",1475264726,"2016-09-30","09:45:26",13.5,61.46,62,51,30.48,820.27
"168",1475264423,"2016-09-30","09:40:23",5.62,336.47,62,35,30.48,809.17
"169",1475264122,"2016-09-30","09:35:22",6.75,349.82,61,42,30.47,796.19
"170",1475263821,"2016-09-30","09:30:21",4.5,27.13,61,45,30.48,778.76
"171",1475263543,"2016-09-30","09:25:43",6.75,43.66,60,48,30.47,768.55
"172",1475263222,"2016-09-30","09:20:22",4.5,20.62,60,54,30.47,666.99
"173",1475262924,"2016-09-30","09:15:24",3.37,15.65,59,57,30.47,736.65
"174",1475262624,"2016-09-30","09:10:24",3.37,0.16,59,57,30.47,719.47
"175",1475262324,"2016-09-30","09:05:24",4.5,12.94,58,60,30.47,699.87
"176",1475262022,"2016-09-30","09:00:22",5.62,54.21,58,67,30.47,682.68
"177",1475261723,"2016-09-30","08:55:23",4.5,21.78,58,68,30.47,657.82
"178",1475261425,"2016-09-30","08:50:25",7.87,46.88,59,66,30.47,644.33
"179",1475261122,"2016-09-30","08:45:22",2.25,121.72,58,60,30.47,623.85
"180",1475260821,"2016-09-30","08:40:21",5.62,114.8,57,65,30.47,600.25
"181",1475260524,"2016-09-30","08:35:24",3.37,71.41,57,68,30.47,585.4
"182",1475260221,"2016-09-30","08:30:21",9.0,82.54,56,71,30.47,565.62
"183",1475259921,"2016-09-30","08:25:21",5.62,95.92,56,73,30.47,512.76
"184",1475259622,"2016-09-30","08:20:22",1.12,81.73,56,66,30.47,525.48
"185",1475259322,"2016-09-30","08:15:22",5.62,51.2,55,65,30.47,502.19
"186",1475259023,"2016-09-30","08:10:23",2.25,79.05,55,68,30.47,461.66
"187",1475258720,"2016-09-30","08:05:20",1.12,113.48,54,59,30.46,461.63
"188",1475258421,"2016-09-30","08:00:21",4.5,102.02,54,64,30.46,439.99
"189",1475258140,"2016-09-30","07:55:40",9.0,123.39,53,64,30.46,391.13
"190",1475257820,"2016-09-30","07:50:20",5.62,112.39,53,75,30.46,391.64
"191",1475257520,"2016-09-30","07:45:20",4.5,141.08,53,57,30.46,373.28
"192",1475257222,"2016-09-30","07:40:22",5.62,120.42,53,50,30.46,357.71
"193",1475256920,"2016-09-30","07:35:20",2.25,97.13,52,51,30.46,339.3
"194",1475256623,"2016-09-30","07:30:23",4.5,161.37,51,39,30.46,313.53
"195",1475256324,"2016-09-30","07:25:24",3.37,117.74,50,42,30.46,272.45
"196",1475256022,"2016-09-30","07:20:22",5.62,125.16,49,43,30.46,263.02
"197",1475255725,"2016-09-30","07:15:25",2.25,89.99,48,41,30.46,212.79
"198",1475255423,"2016-09-30","07:10:23",4.5,120.7,48,42,30.46,96.06
"199",1475255126,"2016-09-30","07:05:26",5.62,97.51,47,38,30.46,32.01
"200",1475254824,"2016-09-30","07:00:24",1.12,166.14,46,36,30.45,28.89
"201",1475254523,"2016-09-30","06:55:23",4.5,177.23,46,36,30.45,27.11
"202",1475254220,"2016-09-30","06:50:20",4.5,163.01,46,35,30.45,26.42
"203",1475253921,"2016-09-30","06:45:21",3.37,142.77,45,36,30.45,24.9
"204",1475253623,"2016-09-30","06:40:23",6.75,160.36,45,36,30.45,22.56
"205",1475253322,"2016-09-30","06:35:22",4.5,172.18,45,35,30.45,19.61
"206",1475253021,"2016-09-30","06:30:21",5.62,176.46,45,34,30.45,16.44
"207",1475252722,"2016-09-30","06:25:22",7.87,158.21,45,34,30.45,13.08
"208",1475252423,"2016-09-30","06:20:23",7.87,203.65,45,34,30.45,9.7
"209",1475252124,"2016-09-30","06:15:24",6.75,157.04,45,34,30.44,6.12
"210",1475251820,"2016-09-30","06:10:20",5.62,176.79,45,34,30.44,4.63
"211",1475251522,"2016-09-30","06:05:22",6.75,177.44,45,35,30.44,2.97
"212",1475251221,"2016-09-30","06:00:21",5.62,156.33,45,34,30.44,1.24
"213",1475250924,"2016-09-30","05:55:24",6.75,172.55,45,35,30.44,1.19
"214",1475250620,"2016-09-30","05:50:20",5.62,173.57,45,35,30.43,1.19
"215",1475250323,"2016-09-30","05:45:23",5.62,170.35,45,36,30.43,1.2
"216",1475250027,"2016-09-30","05:40:27",5.62,178.84,45,36,30.43,1.19
"217",1475249719,"2016-09-30","05:35:19",5.62,170.13,45,36,30.43,1.2
"218",1475249423,"2016-09-30","05:30:23",6.75,181.38,45,36,30.43,1.22
"219",1475249124,"2016-09-30","05:25:24",6.75,165.23,45,35,30.43,1.2
"220",1475248823,"2016-09-30","05:20:23",5.62,183.85,45,36,30.43,1.22
"221",1475248520,"2016-09-30","05:15:20",5.62,149.04,45,35,30.43,1.22
"222",1475248218,"2016-09-30","05:10:18",5.62,163.8,45,35,30.43,1.16
"223",1475247919,"2016-09-30","05:05:19",6.75,155.12,45,35,30.43,1.19
"224",1475247623,"2016-09-30","05:00:23",5.62,165.66,45,35,30.43,1.23
"225",1475247321,"2016-09-30","04:55:21",6.75,196.05,45,35,30.43,1.19
"226",1475247020,"2016-09-30","04:50:20",6.75,163.13,45,36,30.42,1.22
"227",1475246720,"2016-09-30","04:45:20",6.75,169.62,45,36,30.43,1.21
"228",1475246418,"2016-09-30","04:40:18",7.87,172.94,45,35,30.42,1.2
"229",1475246123,"2016-09-30","04:35:23",7.87,151.3,45,35,30.42,1.23
"230",1475245819,"2016-09-30","04:30:19",6.75,158.94,46,35,30.43,1.2
"231",1475245222,"2016-09-30","04:20:22",6.75,156.98,46,33,30.42,1.18
"232",1475244922,"2016-09-30","04:15:22",5.62,156.64,46,33,30.42,1.2
"233",1475244624,"2016-09-30","04:10:24",6.75,154.49,46,32,30.42,1.23
"234",1475244319,"2016-09-30","04:05:19",5.62,179.34,46,33,30.42,1.2
"235",1475244022,"2016-09-30","04:00:22",4.5,176.76,46,33,30.42,1.21
"236",1475243723,"2016-09-30","03:55:23",5.62,171.9,46,34,30.42,1.21
"237",1475243421,"2016-09-30","03:50:21",7.87,162.17,46,34,30.42,1.2
"238",1475243119,"2016-09-30","03:45:19",5.62,163.11,46,34,30.42,1.19
"239",1475242818,"2016-09-30","03:40:18",5.62,170.95,46,34,30.42,1.2
"240",1475242524,"2016-09-30","03:35:24",5.62,163.76,46,33,30.42,1.22
"241",1475242222,"2016-09-30","03:30:22",4.5,165.12,47,34,30.42,1.22
"242",1475241919,"2016-09-30","03:25:19",5.62,164.59,47,33,30.42,1.19
"243",1475241626,"2016-09-30","03:20:26",3.37,119.02,46,32,30.42,1.2
"244",1475241319,"2016-09-30","03:15:19",4.5,167.67,46,33,30.42,1.21
"245",1475241020,"2016-09-30","03:10:20",3.37,159.39,46,34,30.42,1.22
"246",1475240721,"2016-09-30","03:05:21",4.5,155.24,46,34,30.42,1.23
"247",1475240423,"2016-09-30","03:00:23",5.62,165.86,46,34,30.42,1.24
"248",1475240124,"2016-09-30","02:55:24",6.75,155.66,46,34,30.42,1.18
"249",1475239822,"2016-09-30","02:50:22",6.75,167.42,46,36,30.42,1.19
"250",1475239520,"2016-09-30","02:45:20",6.75,162.37,46,38,30.42,1.18
"251",1475239222,"2016-09-30","02:40:22",4.5,161.63,46,36,30.42,1.2
"252",1475238925,"2016-09-30","02:35:25",6.75,173.6,46,37,30.42,1.21
"253",1475238634,"2016-09-30","02:30:34",5.62,166.46,46,38,30.42,1.21
"254",1475238321,"2016-09-30","02:25:21",5.62,167.69,46,36,30.43,1.23
"255",1475238019,"2016-09-30","02:20:19",6.75,159.0,47,34,30.43,1.23
"256",1475237721,"2016-09-30","02:15:21",5.62,178.01,47,35,30.43,1.21
"257",1475237426,"2016-09-30","02:10:26",5.62,155.31,47,34,30.43,1.21
"258",1475236823,"2016-09-30","02:00:23",7.87,183.45,47,35,30.43,1.21
"259",1475236525,"2016-09-30","01:55:25",9.0,186.45,47,35,30.43,1.23
"260",1475236225,"2016-09-30","01:50:25",9.0,193.23,47,36,30.43,1.21
"261",1475235925,"2016-09-30","01:45:25",9.0,182.88,47,36,30.43,1.19
"262",1475235621,"2016-09-30","01:40:21",11.25,182.56,47,37,30.43,1.23
"263",1475235331,"2016-09-30","01:35:31",10.12,184.63,47,37,30.43,1.22
"264",1475235022,"2016-09-30","01:30:22",10.12,182.22,47,37,30.43,1.22
"265",1475234722,"2016-09-30","01:25:22",6.75,185.62,47,37,30.43,1.21
"266",1475234421,"2016-09-30","01:20:21",10.12,187.64,47,36,30.43,1.21
"267",1475234121,"2016-09-30","01:15:21",11.25,187.26,47,36,30.43,1.24
"268",1475233822,"2016-09-30","01:10:22",9.0,179.72,46,37,30.44,1.2
"269",1475233521,"2016-09-30","01:05:21",5.62,182.41,46,38,30.44,1.2
"270",1475233222,"2016-09-30","01:00:22",7.87,184.47,46,40,30.44,1.22
"271",1475232920,"2016-09-30","00:55:20",7.87,193.76,47,42,30.44,1.19
"272",1475232622,"2016-09-30","00:50:22",4.5,180.46,47,39,30.44,1.22
"273",1475232322,"2016-09-30","00:45:22",5.62,177.78,47,42,30.44,1.22
"274",1475232025,"2016-09-30","00:40:25",6.75,156.18,47,44,30.44,1.2
"275",1475231723,"2016-09-30","00:35:23",4.5,147.31,47,46,30.45,1.21
"276",1475231423,"2016-09-30","00:30:23",5.62,161.37,47,50,30.45,1.23
"277",1475231119,"2016-09-30","00:25:19",6.75,178.59,48,53,30.45,1.22
"278",1475229922,"2016-09-30","00:05:22",4.5,162.31,48,64,30.45,1.2
"279",1475229622,"2016-09-30","00:00:22",3.37,154.54,48,62,30.46,1.24
"280",1475229326,"2016-09-29","23:55:26",5.62,177.39,48,59,30.46,1.21
"281",1475229023,"2016-09-29","23:50:23",3.37,176.78,48,58,30.46,1.21
"282",1475228726,"2016-09-29","23:45:26",3.37,158.75,48,57,30.46,1.23
"283",1475228421,"2016-09-29","23:40:21",3.37,137.71,48,60,30.46,1.21
"284",1475228124,"2016-09-29","23:35:24",5.62,104.95,48,62,30.46,1.17
"285",1475227824,"2016-09-29","23:30:24",5.62,120.2,48,64,30.46,1.21
"286",1475227519,"2016-09-29","23:25:19",6.75,112.45,49,72,30.46,1.2
"287",1475227222,"2016-09-29","23:20:22",5.62,122.97,49,71,30.46,1.24
"288",1475226922,"2016-09-29","23:15:22",4.5,101.18,49,80,30.46,1.23
"289",1475226622,"2016-09-29","23:10:22",4.5,141.87,49,85,30.46,1.21
"290",1475226323,"2016-09-29","23:05:23",2.25,120.55,49,93,30.47,1.23
"291",1475226025,"2016-09-29","23:00:25",3.37,144.19,49,98,30.47,1.21
"292",1475225720,"2016-09-29","22:55:20",6.75,139.8,49,99,30.47,1.22
"293",1475225419,"2016-09-29","22:50:19",2.25,140.92,50,99,30.47,1.21
"294",1475225131,"2016-09-29","22:45:31",5.62,147.61,50,99,30.47,1.23
"295",1475224823,"2016-09-29","22:40:23",4.5,113.78,50,99,30.47,1.22
"296",1475224519,"2016-09-29","22:35:19",10.12,123.03,50,99,30.47,1.21
"297",1475224222,"2016-09-29","22:30:22",6.75,173.73,50,99,30.47,1.22
"298",1475223919,"2016-09-29","22:25:19",6.75,91.43,50,98,30.47,1.22
"299",1475223622,"2016-09-29","22:20:22",6.75,109.74,50,98,30.47,1.2
"300",1475223322,"2016-09-29","22:15:22",2.25,143.53,50,98,30.47,1.2
"301",1475223021,"2016-09-29","22:10:21",5.62,146.76,50,97,30.47,1.2
"302",1475222720,"2016-09-29","22:05:20",4.5,158.35,50,97,30.47,1.21
"303",1475222426,"2016-09-29","22:00:26",5.62,166.05,50,97,30.47,1.22
"304",1475222120,"2016-09-29","21:55:20",5.62,151.82,50,96,30.47,1.22
"305",1475221832,"2016-09-29","21:50:32",6.75,152.52,50,96,30.47,1.22
"306",1475221528,"2016-09-29","21:45:28",7.87,127.82,50,95,30.47,1.24
"307",1475221220,"2016-09-29","21:40:20",6.75,157.58,50,95,30.47,1.23
"308",1475220921,"2016-09-29","21:35:21",7.87,172.96,50,95,30.47,1.23
"309",1475220621,"2016-09-29","21:30:21",6.75,143.82,50,95,30.47,1.23
"310",1475220322,"2016-09-29","21:25:22",5.62,154.03,50,94,30.47,1.24
"311",1475220021,"2016-09-29","21:20:21",4.5,165.93,50,93,30.47,1.2
"312",1475219723,"2016-09-29","21:15:23",7.87,139.82,50,93,30.47,1.24
"313",1475219420,"2016-09-29","21:10:20",9.0,166.07,49,93,30.47,1.21
"314",1475219126,"2016-09-29","21:05:26",5.62,116.16,50,93,30.47,1.24
"315",1475218820,"2016-09-29","21:00:20",4.5,157.48,50,92,30.47,1.2
"316",1475218518,"2016-09-29","20:55:18",7.87,112.27,50,91,30.47,1.19
"317",1475218220,"2016-09-29","20:50:20",6.75,133.69,50,90,30.47,1.25
"318",1475217924,"2016-09-29","20:45:24",6.75,140.64,50,88,30.47,1.25
"319",1475217619,"2016-09-29","20:40:19",1.12,52.89,50,87,30.47,1.23
"320",1475217319,"2016-09-29","20:35:19",4.5,132.66,50,86,30.47,1.21
"321",1475217018,"2016-09-29","20:30:18",5.62,138.35,50,85,30.46,1.25
"322",1475216720,"2016-09-29","20:25:20",3.37,109.87,50,84,30.46,1.23
"323",1475216423,"2016-09-29","20:20:23",3.37,123.25,50,81,30.47,1.23
"324",1475216120,"2016-09-29","20:15:20",4.5,158.64,50,75,30.46,1.26
"325",1475215822,"2016-09-29","20:10:22",5.62,165.22,50,70,30.46,1.17
"326",1475215522,"2016-09-29","20:05:22",3.37,160.51,50,63,30.46,1.22
"327",1475215218,"2016-09-29","20:00:18",4.5,155.36,50,51,30.46,1.22
"328",1475214923,"2016-09-29","19:55:23",6.75,157.78,50,47,30.46,1.22
"329",1475214622,"2016-09-29","19:50:22",3.37,151.6,50,46,30.46,1.24
"330",1475214325,"2016-09-29","19:45:25",4.5,105.78,50,47,30.46,1.25
